m_sigma_3,m_epsilon,m_sigma_3_r2,m_epsilon_r2,Mw
"[70.29057395356254, 207.28449413785987, 282.0184531809374, 340.6808006437469, 426.7423735570755, 576.7719814189803, 52.18038086149073, 693.9046671377492, 82.71905881119264, 154.5007656400565, 385.5892662125828, 423.3683137318771, 498.43762393265223, 775.4867735901315, 105.65224840356079, 251.33385726131908, 554.3329210003654, 749.7824957722323, 172.556076995767, 268.1414507469362, 326.345862366864, 453.934280009884, 546.709281831668]","[459.32899398165716, 890.5764258074072, 1185.0503922870755, 1456.1457956616148, 1943.3763648109855, 2488.122713177675, 363.97369969300473, 2792.258261700368, 429.87254118528966, 678.6888286314999, 1563.7364796149047, 1703.4057669612469, 2062.3904019923866, 3067.0084626090525, 500.4767497688724, 1037.7872431363642, 2306.5171883486746, 3032.9476180767538, 797.0142550298199, 1136.6796864392943, 1341.8265923113972, 1828.7082553425907, 2250.4140406545102]",0.9870731956463384,0.9865521903295451,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.29353839199081, 207.2730135160272, 282.00010927110304, 340.62845949487473, 426.64241070815734, 576.5685614826473, 52.19229685919867, 693.6235130401187, 82.74336621116898, 154.50949190406786, 385.53660097767465, 423.29973907882805, 498.34017391938403, 775.1983279672869, 105.65523426070833, 251.31147224837085, 554.1390440408683, 749.4651571935318, 172.591895991998, 268.1283220863571, 326.31362149043264, 453.81448860671935, 546.4725462827332]","[459.2761546024592, 890.2882160105083, 1184.667505192162, 1455.621269221467, 1942.6658258723971, 2487.2406402851043, 363.99953063861466, 2791.6639552210454, 429.8940947985202, 678.595156731159, 1563.4917392483087, 1703.1405482870402, 2062.1000708027427, 3066.477941477514, 500.37178862686153, 1037.4817817156797, 2305.720602411622, 3031.850839359748, 796.8972420627152, 1136.3851182521687, 1341.466163005474, 1828.1856504240272, 2249.7844331183433]",0.9871636838844532,0.9865664025467884,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.29657672704536, 207.2624096761885, 281.98293563230783, 340.5779070316679, 426.5454649558607, 576.365252340326, 52.20420200450579, 693.3421613745029, 82.76760160271984, 154.51819302127296, 385.4842151216585, 423.2314511791969, 498.2432731374127, 774.910798475269, 105.65812111212583, 251.2896157517083, 553.9479866420779, 749.1503267069759, 172.6288274560963, 268.1161875721191, 326.2827461287906, 453.6975675449295, 546.2405200906196]","[459.22389611817226, 890.0040396120735, 1184.2887268263103, 1455.1018725610838, 1941.9600669652464, 2486.3644722506106, 364.02531950042766, 2791.0718835107805, 429.91556526876457, 678.5020258279702, 1563.2489763629437, 1702.877395467082, 2061.8125737363275, 3065.951876552582, 500.2665827177674, 1037.178671550195, 2304.930119668579, 3030.7618591682913, 796.7836885275588, 1136.0935657338157, 1341.1092090888053, 1827.6687692502678, 2249.1620840243877]",0.9872525905691191,0.9865798314619951,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.29966331558505, 207.25169755492396, 281.9657424090784, 340.5277354715242, 426.44908134153764, 576.1629550907802, 52.216119415305066, 693.060985466288, 82.79166969886236, 154.52676931554265, 385.43200019415343, 423.16333243195237, 498.1466781869799, 774.6240835255767, 105.65982487308236, 251.26797263097592, 553.7578819853235, 748.8355237845336, 172.66799575980232, 268.1056945483078, 326.25335456268897, 453.5822753533694, 546.0094197093758]","[459.17272914510244, 889.7235559512974, 1183.9154757238134, 1454.5892585009337, 1941.2629551439434, 2485.498988752663, 364.0511404661164, 2790.4859112501144, 429.93688064639565, 678.40913328941, 1563.0074604450613, 1702.6159421599568, 2061.5269091136124, 3065.4304161196706, 500.15653773732487, 1036.8768147841618, 2304.143572894901, 3029.6804779312847, 796.6793998273437, 1135.8134758968004, 1340.7648740988, 1827.168501481882, 2248.5586509227874]",0.9873400884546676,0.986592260417089,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.3027008152176, 207.23957787194175, 281.9464306750771, 340.47517689611806, 426.3504490344962, 575.9601805951388, 52.22805708423323, 692.7830784174191, 82.81548322422847, 154.53502320349003, 385.3796471588701, 423.09535174653325, 498.050817673128, 774.3384833527015, 105.66023047373687, 251.24725053391015, 553.5690000981366, 748.5200237605782, 172.70774391362156, 268.0931680669458, 326.2210733267516, 453.46297626305665, 545.7725633181111]","[459.12259131786533, 889.443866264829, 1183.5439081248937, 1454.0792372154235, 1940.5719382991194, 2484.6361173552273, 364.07697700082394, 2789.908577396107, 429.95771682958303, 678.3164307299899, 1562.7669115815909, 1702.3552598515657, 2061.2433965924383, 3064.9120765764233, 500.0381535992474, 1036.5780915797218, 2303.3592369191674, 3028.600989103461, 796.5748953758939, 1135.529818342589, 1340.4152836673497, 1826.6623259699938, 2247.947620883703]",0.9874265406296996,0.9866040625422379,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.30549284412425, 207.22650502229465, 281.9255964701778, 340.42087510974744, 426.24982124117616, 575.7592107690832, 52.23997734687155, 692.5052226630925, 82.83912900311097, 154.54322220613597, 385.3277066387447, 423.0275401338065, 497.95557505647696, 774.0533843604643, 105.65631420400665, 251.2265239000845, 553.3803545940965, 748.2048223534397, 172.7456940773709, 268.0782837495874, 326.1852052107572, 453.338233811363, 545.529159453612]","[459.072169868003, 889.1639580844417, 1183.1712580943674, 1453.56890758975, 1939.8822930249987, 2483.772140157175, 364.1028044446192, 2789.3346039823296, 429.97833096939183, 678.2242614056496, 1562.5276279791265, 1702.0964904626906, 2060.962030834723, 3064.3994532357215, 499.8970244776368, 1036.2810006630152, 2302.579952423602, 3027.5260160425905, 796.4660323800132, 1135.240633186467, 1340.0573226383208, 1826.1433123712184, 2247.3200388977766]",0.9875122554485677,0.986615473246752,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.30822089924195, 207.2136232441509, 281.9048132260333, 340.3669889363438, 426.1508935821771, 575.5616384136783, 52.251754853587386, 692.2282534992727, 82.86263096393834, 154.55142000470823, 385.2759113688971, 422.96015038072414, 497.86056073679566, 773.770104913062, 105.64701822491706, 251.20664748936133, 553.1930669566469, 747.8907160794728, 172.7825669325076, 268.0632895849562, 326.1491820578391, 453.21300328330307, 545.2864904730342]","[459.02202599893235, 888.8860928562103, 1182.8010719868064, 1453.062581395531, 1939.2014954430579, 2482.9173167841077, 364.1282102793648, 2788.7659695744514, 429.99883637737486, 678.1329313033522, 1562.2900625852642, 1701.8393565985739, 2060.6830140653938, 3063.8910984895347, 499.726551143308, 1035.98807882756, 2301.8063441246863, 3026.459371683526, 796.3549899860452, 1134.949585019636, 1339.6960598628757, 1825.6187546302676, 2246.6874260052327]",0.9875962995399217,0.9866262260079631,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.31084385989745, 207.20016310330007, 281.8839830959165, 340.31340859585026, 426.0531962079877, 575.3672342265413, 52.26350866207268, 691.9534745960622, 82.88609308179788, 154.5597121554501, 385.22440917234485, 422.89297551070507, 497.76625452848924, 773.4877280601405, 105.63274590969046, 251.18639868273763, 553.0059053308424, 747.5777527164918, 172.8202010627693, 268.05206366143796, 326.11748795334086, 453.0938811297368, 545.0515177828536]","[458.9720873022494, 888.608634835589, 1182.4321975725293, 1452.5588380917786, 1938.5257366246105, 2482.0651941196443, 364.1536481896509, 2788.2043326973917, 430.0195064825074, 678.0425769480482, 1562.0546401156425, 1701.584627852881, 2060.406590168416, 3063.3868454804424, 499.52832930692136, 1035.6979296147183, 2301.038969101268, 3025.3991266047005, 796.2500756840585, 1134.6692394349216, 1339.3466734048202, 1825.107421573234, 2246.070339031672]",0.9876780058506225,0.9866361134252002,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.31344496973666, 207.18608061844722, 281.86190550364853, 340.2585343897872, 425.95420811251375, 575.1745945378779, 52.27525010466031, 691.6796168994952, 82.90947976002785, 154.56805717668345, 385.17319167117995, 422.82610068993915, 497.67240926631365, 773.2066558115833, 105.6254092662719, 251.1659796795306, 552.8181079652063, 747.265629956251, 172.85681874195618, 268.0412703782203, 326.0868006013555, 452.97660376669296, 544.8198550026925]","[458.92239040139174, 888.331836696244, 1182.0640822355808, 1452.0568322714835, 1937.8519416815936, 2481.210774235886, 364.1790689347476, 2787.64684070363, 430.0401608664058, 677.9530159216287, 1561.8213215838525, 1701.332045103553, 2060.132975153148, 3062.8876413294192, 499.36776464814915, 1035.4114858208009, 2300.276384990513, 3024.3474653265953, 796.1399847112267, 1134.3856962785885, 1338.9948310607583, 1824.59466200552, 2245.453215891552]",0.9877585833236854,0.9866456986415623,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.31593276336709, 207.17151537921725, 281.839236287304, 340.202813518732, 425.85401825683243, 574.9828173114472, 52.28698629853222, 691.4072437699402, 82.9327835995264, 154.57636090471502, 385.1219081328696, 422.7595657731005, 497.57883034959485, 772.9265557462011, 105.62777463940805, 251.14450113141572, 552.6286405178647, 746.953182417437, 172.8917196164274, 268.0288962581816, 326.054348407193, 452.8571302452487, 544.586135100746]","[458.8728524240452, 888.0576701871113, 1181.7001323035358, 1451.5592836938174, 1937.1836506389618, 2480.359189024389, 364.2045220351457, 2787.095259522057, 430.0607890980541, 677.8641392745897, 1561.589961179179, 1701.081747498736, 2059.862670374608, 3062.394084171796, 499.25934879570457, 1035.1247478362025, 2299.5180852243243, 3023.301785957336, 796.0214241995598, 1134.0936510074616, 1338.6336325765342, 1824.0709202887058, 2244.822608533144]",0.987838893263933,0.9866550175778811,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.31834025602407, 207.15692711314279, 281.816215336233, 340.1469655570064, 425.7527323588817, 574.7926896056151, 52.29873709320203, 691.1373705592669, 82.95605104824153, 154.5846683612809, 385.070943531344, 422.69318265565397, 497.485894954254, 772.6479899847664, 105.63528690444674, 251.12245222166777, 552.4392058156228, 746.642673254427, 172.92610927511086, 268.01555368976875, 326.02041436761255, 452.73540280562406, 544.349565091827]","[458.82333369485764, 887.786531438499, 1181.34003372674, 1451.067194565074, 1936.5233379070194, 2479.515378604054, 364.2299745877422, 2786.5511665845393, 430.08146822857555, 677.775829722684, 1561.36036914223, 1700.8333526716233, 2059.5937866977747, 3061.904859690427, 499.18013245255196, 1034.8392224993033, 2298.7650088361265, 3022.2662762317, 795.903051865944, 1133.8025037965256, 1338.2729068811416, 1823.545417214334, 2244.1907887444495]",0.9879184934757859,0.9866638661248949,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.32072181649909, 207.1424611559459, 281.7936443427173, 340.09177408596906, 425.6527217608579, 574.6059828831595, 52.31018357334589, 690.8695233724465, 82.97926617401342, 154.59307156352358, 385.0202330550223, 422.62705574314543, 497.39348305934595, 772.3709772505873, 105.64417838829861, 251.09886932898152, 552.2490395660468, 746.3318989206073, 172.96105304634222, 268.00164487245564, 325.98570665590864, 452.6110796112074, 544.1089601455332]","[458.7740103160031, 887.5168559485953, 1180.9818729983701, 1450.5781677402733, 1935.870560645205, 2478.6783818226336, 364.25513835941103, 2786.0108033931256, 430.10220911836626, 677.688421883878, 1561.1325368650332, 1700.5868766162305, 2059.327803355792, 3061.420116049433, 499.11283596199524, 1034.5514849830581, 2298.014570800954, 3021.234865748137, 795.79043845981, 1133.5188417033323, 1337.9197332098427, 1823.0266434315588, 2243.563867586857]",0.987997349150747,0.9866719986168863,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.32294165623028, 207.12837306902188, 281.771638860383, 340.0371197010776, 425.5544876496322, 574.4235670200144, 52.3213643614046, 690.6020016797622, 83.00244047118099, 154.60140713630753, 384.9696758258426, 422.56120861727237, 497.3013842256505, 772.0946220016059, 105.65258963493712, 251.074372514811, 552.0603071428162, 746.0225634507715, 172.99650457402353, 267.98761841552266, 325.9506114898502, 452.48544281078466, 543.8672266257536]","[458.7244973897964, 887.2479706108332, 1180.624263764459, 1450.0900095680952, 1935.2227983686685, 2477.8435370951656, 364.28009631658307, 2785.4738531300427, 430.1229857646346, 677.6013785909772, 1560.9060326794145, 1700.3421461829992, 2059.063885277152, 3060.940018162346, 499.0437705800577, 1034.259195244854, 2297.263179832083, 3020.20270990026, 795.6821811018876, 1133.240544731748, 1337.5726346015929, 1822.5134127309918, 2242.9452060739277]",0.9880751637425053,0.9866794869262114,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.32507998941608, 207.11338965697345, 281.7485821518818, 339.9813899026769, 425.4547805916361, 574.2425376234418, 52.332428702323725, 690.3366532967934, 83.02555422344562, 154.60977098443263, 384.9193962504473, 422.49572929582, 497.20976034823775, 771.8201796151227, 105.6606771303716, 251.0507177503012, 551.8761710654696, 745.717278320361, 173.0329957703769, 267.97392481141753, 325.91578994931325, 452.3608957138667, 543.6273777280245]","[458.6748898567145, 886.979041656968, 1180.2665117065428, 1449.602361549997, 1934.5777176592048, 2477.005956335002, 364.3048899019238, 2784.9452340622247, 430.1437468736842, 677.5149628688861, 1560.681971768987, 1700.0997750666081, 2058.8028989243744, 3060.464033995963, 498.97255043729166, 1033.9674729980575, 2296.518524137497, 3019.176362471545, 795.580199438838, 1132.9683805883787, 1337.2328064549922, 1822.0113951259316, 2242.3403307316185]",0.988151115800956,0.9866863652925681,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.3273005351525, 207.09894025571356, 281.725447250664, 339.9252074621311, 425.3537517930463, 574.0659424461359, 52.34348805644514, 690.073788364784, 83.04857616516601, 154.6180919259653, 384.8692147999596, 422.4304122329756, 497.1189755449986, 771.5473977330156, 105.66819444559493, 251.0282960497751, 551.6941806063169, 745.4146153228897, 173.07121587633682, 267.960229861085, 325.8809219336487, 452.2364149582145, 543.3870478784258]","[458.625529629077, 886.7125519773222, 1179.9112793150068, 1449.1178049597145, 1933.9373198622466, 2476.1700586277425, 364.3295025864244, 2784.422806947827, 430.1643583625674, 677.4289088597935, 1560.4591572863353, 1699.8589437555522, 2058.5442441161517, 3059.9930932644365, 498.89925000416486, 1033.6823751198053, 2295.7861543376775, 3018.1667880961777, 795.4881965867385, 1132.7074375253544, 1336.9056708681464, 1821.5278108832538, 2241.758852626502]",0.9882254689294983,0.9866926355483532,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.32951794789854, 207.08421384406807, 281.7020878729654, 339.868834851113, 425.2522808569743, 573.8936479383332, 52.354570766762144, 689.811743624062, 83.07154144972468, 154.62638947093768, 384.8194215507922, 422.3653791515094, 497.02863120102387, 771.2753204017718, 105.674460682931, 251.0060077708907, 551.5110441280053, 745.1089618949225, 173.10878173533197, 267.94517217619597, 325.8443894513377, 452.1117203230922, 543.1482698119363]","[458.57653171278537, 886.4480060368403, 1179.5590026048421, 1448.6372220880462, 1933.3029146867752, 2475.3322303380255, 364.35397551189396, 2783.901337341308, 430.1849439100966, 677.3434348661128, 1560.2379665663568, 1699.6197839599372, 2058.2872097021223, 3059.5254319236756, 498.82185261052103, 1033.4006134537638, 2295.0606388406754, 3017.1637336302274, 795.3937308106152, 1132.4427052116187, 1336.5733373432518, 1821.042135622984, 2241.1766658409238]",0.9882985276571146,0.9866984605817207,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
