m_sigma_3,m_epsilon,m_sigma_3_r2,m_epsilon_r2,Mw
"[70.66650454448543, 205.6860497896112, 279.34416964044414, 334.4004228158645, 415.6437325019826, 557.6068516244371, 53.955946662531304, 663.68802955917, 85.75200393443367, 155.42221904580975, 378.96220220147825, 414.6753011776069, 487.765904861944, 742.2242570607641, 106.81246487154418, 247.96601571084722, 529.0803972727126, 707.7089922170194, 177.47597560321742, 265.3805551369952, 321.2661068746515, 437.961340964634, 515.8044167468879]","[452.94150702565486, 858.5015375639141, 1142.7277471048758, 1399.5315842864095, 1875.0950360793918, 2402.4551723582445, 367.2994422612079, 2745.2791330844816, 431.76194114777957, 666.9972817336514, 1536.1873018208296, 1673.7760294939396, 2032.5022920460701, 3016.2167201543925, 491.2629027503505, 1001.2574167010351, 2215.738952741528, 2905.96283524611, 783.680011334882, 1102.7975998708114, 1300.2612513940933, 1771.1300532204957, 2181.5612586438956]",0.9909256825653003,0.984426937316437,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.66773021865748, 205.68307376822372, 279.3365185634461, 334.3826224015673, 415.6103459014691, 557.5614566728868, 53.96549148220136, 663.5898765016432, 85.76174420600256, 155.42487042625729, 378.9353479701897, 414.6401608932237, 487.7366879301162, 742.1255285129774, 106.81861065353732, 247.94959200111444, 528.9833915065137, 707.5386233765495, 177.49714348357793, 265.36274510170125, 321.2400749228073, 437.8952047041206, 515.6849511920069]","[452.9124519779988, 858.3880809960119, 1142.5761047325475, 1399.3397199528886, 1874.904770771706, 2402.221469975561, 367.31675873545004, 2745.194984131539, 431.7570224118352, 666.9461677430512, 1536.085395641023, 1673.6677642353777, 2032.4081570060373, 3016.062055385017, 491.2354587479867, 1001.1204101075044, 2215.433900710398, 2905.5207573095977, 783.6221764187104, 1102.6608385275038, 1300.0930166367532, 1770.9193055507271, 2181.3234707766023]",0.9909133799176433,0.9844079915632743,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.66879486327188, 205.67969524233945, 279.3281631399128, 334.36334595857073, 415.57420849131694, 557.5135322985615, 53.97579991985876, 663.4904880872475, 85.77132248335809, 155.42720673875252, 378.90815725233335, 414.60486221937794, 487.70727493460487, 742.0270896080588, 106.82551058190064, 247.93405290196938, 528.8880607247045, 707.3701752636489, 177.51879526229914, 265.3452676639179, 321.2138491507457, 437.8278137040459, 515.5621806862184]","[452.8831950584184, 858.2749814543608, 1142.4243321841434, 1399.1467221195235, 1874.70864770582, 2401.9827224244355, 367.3364563229956, 2745.0982562568784, 431.75173685777185, 666.8944563452907, 1535.9825968467117, 1673.5587826957317, 2032.31365408684, 3015.9071108386515, 491.21113504267925, 1000.9868013448596, 2215.1319499460215, 2905.0835717264295, 783.5671007280758, 1102.5277848885228, 1299.9286908948495, 1770.7112553328275, 2181.086120651981]",0.9909008740553051,0.9843890286627898,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.66975205486308, 205.67627906529862, 279.31925211818515, 334.3433318571926, 415.53662932019523, 557.4634999582395, 53.98577727677175, 663.3972190814811, 85.78099422860028, 155.42959549506256, 378.8813834768275, 414.5698653886832, 487.6780201313542, 741.9285920701628, 106.83302344691808, 247.91916827157783, 528.7935721761154, 707.2028749317655, 177.5408683024524, 265.3286703551748, 321.1888712952012, 437.76209071306226, 515.4406095085558]","[452.8535904064248, 858.163793757543, 1142.2744950236768, 1398.955438141346, 1874.5102476519344, 2401.741324962312, 367.3546601372421, 2745.010146168089, 431.7468079292178, 666.8430514080225, 1535.8798284402787, 1673.4497617401123, 2032.2191435573575, 3015.7505616403705, 491.1887894701213, 1000.8546584382145, 2214.830916351795, 2904.6491039031744, 783.5143961977361, 1102.3985422464793, 1299.7691165466206, 1770.5099842915831, 2180.856239765644]",0.9908880640856248,0.9843702306646798,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.67070382939957, 205.6733762727239, 279.31144072072306, 334.3251085341301, 415.5013657038943, 557.4158358738068, 53.994991080507624, 663.3082864887191, 85.79074247247728, 155.4321742878555, 378.8539864502339, 414.5343464381406, 487.64804452384845, 741.8302838156369, 106.84048524027872, 247.90418524486105, 528.6994405983818, 707.036476875791, 177.56289054666155, 265.3122639407098, 321.16447289487076, 437.6988142404986, 515.323542886587]","[452.8240543378823, 858.0546509328849, 1142.1284097783298, 1398.770077562517, 1874.322641275975, 2401.5093964521884, 367.37008004525006, 2744.9283265758872, 431.742072035598, 666.7921344140672, 1535.7779148659065, 1673.34161695151, 2032.1250971595348, 3015.5971252273316, 491.16577469738723, 1000.7214741762309, 2214.5298406926154, 2904.2150614811003, 783.4607436368057, 1102.268996557276, 1299.6093593759433, 1770.3112300605655, 2180.631901311582]",0.9908753779887499,0.9843515549334432,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.67157059810046, 205.6700082513326, 279.3032225165705, 334.30660126764275, 415.4691910283867, 557.3688932188682, 54.00342343994668, 663.2265414724287, 85.80051072771353, 155.43479106099835, 378.8265111966403, 414.4986047825903, 487.61820955403317, 741.7332816673114, 106.84700443203735, 247.88855735017327, 528.6051365843024, 706.8704254551751, 177.58389108594676, 265.2947740553793, 321.13946329894213, 437.6359699792361, 515.2097540165681]","[452.79430121318484, 857.9446010734755, 1141.981534648311, 1398.5841473674775, 1874.13345037359, 2401.2796497585773, 367.3828141441644, 2744.868442120403, 431.7373939672337, 666.7415055873222, 1535.6768175618931, 1673.2342100317896, 2032.0323165788411, 3015.4454045848847, 491.1401794010014, 1000.5867013158493, 2214.2297822372916, 2903.7827725013735, 783.400014429557, 1102.1295021859748, 1299.4389505907134, 1770.1001471905945, 2180.396194751644]",0.9908627481856728,0.9843330108466819,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.67236060656803, 205.66572449919437, 279.29411007769306, 334.2873647754568, 415.4369319905314, 557.3223587493738, 54.01114203113677, 663.1402699215006, 85.81031931536839, 155.43744546534143, 378.79941297385955, 414.46337134534855, 487.5895075479758, 741.6377486921123, 106.85365098844004, 247.87317451006496, 528.5125062231633, 706.7066214613035, 177.604844473726, 265.2777679786393, 321.11529755292173, 437.57521850720866, 515.0996969753569]","[452.7643687739443, 857.8331814179633, 1141.8329297864602, 1398.3960869681716, 1873.941695112324, 2401.04894391039, 367.3931569047086, 2744.7910029181244, 431.7327500718742, 666.6905231194835, 1535.5743899234533, 1673.1257922163547, 2031.9391404680043, 3015.2940415522335, 491.11492242078776, 1000.4535145967335, 2213.9336068355797, 2903.3557462284925, 783.3382743291248, 1101.9891993495069, 1299.2672835589888, 1769.8883573444664, 2180.1602237112074]",0.990850038995546,0.9843144499592955,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.6730600986406, 205.66167452985147, 279.2859169370803, 334.2692154827244, 415.4066316222406, 557.2778174828824, 54.01834636328463, 663.0559079250235, 85.8199976115465, 155.4397769494801, 378.77230864943107, 414.42826992587004, 487.5611467544207, 741.5433968046501, 106.86099991506096, 247.85835379114934, 528.4208094607394, 706.5440761584442, 177.6277904982469, 265.26308659986944, 321.0932102294266, 437.51604465696, 514.9900086157612]","[452.7340653180271, 857.7217015499486, 1141.6836021889749, 1398.2078785150304, 1873.7518655339243, 2400.8228591635348, 367.4018203547895, 2744.719275258869, 431.7277739779965, 666.6386889595541, 1535.4702549648284, 1673.0152134567143, 2031.8443543275596, 3015.1391809576503, 491.09248627901826, 1000.3231136102133, 2213.640982594013, 2902.933759643644, 783.2843213056786, 1101.8595750422403, 1299.1083195139108, 1769.692104776621, 2179.9398423204925]",0.990837317511593,0.9842960736940276,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.67370931247555, 205.65848335564306, 279.2782489962992, 334.25124966632154, 415.3759524946828, 557.2338183444928, 54.0251396611004, 662.9660736582902, 85.82973248697384, 155.4421829890864, 378.74521542649694, 414.3929914795398, 487.53255098032116, 741.4494576203572, 106.86864033888018, 247.84363308283412, 528.3289534321485, 706.3818480734892, 177.6511959076703, 265.2483237248642, 321.070624373517, 437.45565901322385, 514.8776228905266]","[452.70354409263376, 857.6123474708686, 1141.535305100669, 1398.020864875239, 1873.5606100534199, 2400.5933184547785, 367.4092167448327, 2744.6282908103044, 431.72296103882786, 666.5870689591393, 1535.3664402743846, 1672.905016634405, 2031.749547411972, 3014.9845708824396, 491.07143887400633, 1000.1935007275699, 2213.349851740146, 2902.5118680395362, 783.2318697241171, 1101.7315437377333, 1298.950756689209, 1769.4964278846503, 2179.720705373439]",0.990824497030667,0.9842775179768681,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.6743860537214, 205.654670342079, 279.2697726712502, 334.2322439425821, 415.3429029871548, 557.1867649626724, 54.03172523167302, 662.8836540693525, 85.83946079238991, 155.4446132121749, 378.71845622540474, 414.35853051180413, 487.5050399713958, 741.358110270262, 106.87615951435048, 247.82834946870452, 528.2369295097532, 706.2197582225491, 177.67431814377616, 265.2323037712883, 321.046037272972, 437.39212495774893, 514.7618093310192]","[452.6731205232848, 857.5039871044569, 1141.3889061360642, 1397.835575404577, 1873.3718250543955, 2400.365457232976, 367.4158863497108, 2744.5592643768964, 431.7182043253295, 666.5357433206026, 1535.2628634126065, 1672.795799115354, 2031.655636042982, 3014.8314334246634, 491.0496966192901, 1000.0627209529831, 2213.0577065278053, 2902.0905360964352, 783.1771080420541, 1101.5989886474201, 1298.788059687972, 1769.293601824093, 2179.4923131413875]",0.9908112989085851,0.9842590735154273,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.67511122470842, 205.65090067443836, 279.26157042964803, 334.21374147769683, 415.31119066525173, 557.1412760150894, 54.03811410099918, 662.7959672525302, 85.84907796054979, 155.4468135322757, 378.69180342225957, 414.3241038539471, 487.4780279291048, 741.2681297294646, 106.88277422031842, 247.81251615410864, 528.1447414840743, 706.0587282303688, 177.6976185008464, 265.2160439170334, 321.0207802143118, 437.32723667222854, 514.6441790112422]","[452.64298444284645, 857.3974847878217, 1141.2452260240018, 1397.653567259775, 1873.1851995286345, 2400.140197796166, 367.4218444529415, 2744.46917990638, 431.7132051586017, 666.4837217379153, 1535.158077919671, 1672.6842476987154, 2031.5609884933174, 3014.6788581391097, 491.0258981574029, 999.9309536550589, 2212.7680886768817, 2901.672323344147, 783.1214319876785, 1101.4648027218818, 1298.6233611659468, 1769.0877445651709, 2179.260131665859]",0.9907981557552349,0.98424050822471,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.67588232973542, 205.64732425321606, 279.2540412397885, 334.1960621042985, 415.28089618733395, 557.0979198465366, 54.04445862850788, 662.7203170132698, 85.8587432075484, 155.44903780603792, 378.6653644271616, 414.28967290020233, 487.45123777399846, 741.1801323083699, 106.88979662952627, 247.79730456591415, 528.0543587682107, 705.8990495312219, 177.72175548218078, 265.20067025416205, 320.9961624357831, 437.26272197896526, 514.5265067992115]","[452.6124737976795, 857.2904999214228, 1141.1009427924632, 1397.471537174368, 1872.999111731955, 2399.9158004250526, 367.42757079456374, 2744.4124631211166, 431.70817723421607, 666.4313002322565, 1535.051518550849, 1672.5715276815415, 2031.4645756166487, 3014.5237789898993, 491.0033951370269, 999.8018386623697, 2212.4814168145895, 2901.258908865869, 783.0669428843885, 1101.3324630743355, 1298.460925339964, 1768.885631392336, 2179.032217047581]",0.9907849312050108,0.9842222953832206,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.67663277403074, 205.64368448409334, 279.24671261294793, 334.1788742023892, 415.25154362265846, 557.0560704471595, 54.05070624918086, 662.6363123225638, 85.86848500525605, 155.45133084234197, 378.6387404914562, 414.25529519841035, 487.42450585438553, 741.093778995854, 106.89753578535984, 247.78274826900685, 527.9649999635158, 705.7416893627036, 177.74666539590484, 265.18634394774614, 320.9729487722839, 437.2006004386081, 514.4124791038959]","[452.581490769682, 857.1832563552753, 1140.9565028768554, 1397.2902160087065, 1872.8169986385853, 2399.6993249178527, 367.43290307364026, 2744.3232331989107, 431.70334230047456, 666.378802772203, 1534.9437175363153, 1672.4575426317751, 2031.366278095758, 3014.3657538661123, 490.9835900406628, 999.6752895884574, 2212.1974026885628, 2900.849025517595, 783.0133628192864, 1101.20178825951, 1298.30137611489, 1768.6883686507938, 2178.812723857418]",0.9907719087268242,0.9842038848290933,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.67746343209485, 205.63978051884328, 279.2384925505225, 334.16018525637355, 415.21897533440733, 557.010151875289, 54.057029145026625, 662.5691203801543, 85.87814629450743, 155.45347612208363, 378.61199458839394, 414.22096301719915, 487.39787488380864, 741.0098467830065, 106.90526771753424, 247.76774404501592, 527.8759587616944, 705.5843064637909, 177.77152830553987, 265.1716190725043, 320.94904409544944, 437.13766787554886, 514.2986369977336]","[452.55014077113873, 857.0770336211119, 1140.812913092947, 1397.10899931719, 1872.6334135802686, 2399.480256509399, 367.4384364927951, 2744.2839931553185, 431.6982240736976, 666.3257512694629, 1534.835278227651, 1672.3431076728345, 2031.2683570922613, 3014.210145792794, 490.9638841458492, 999.5475537570969, 2211.9128089040632, 2900.4403988805175, 782.9579354671394, 1101.068589825551, 1298.138879024741, 1768.488615591714, 2178.5909995799366]",0.9907584455999315,0.9841859113219135,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.67891791896248, 205.635863173668, 279.2298284012588, 334.14109804203355, 415.18366918837773, 556.9611077998055, 54.06330960044197, 662.485898473941, 85.887695642948, 155.45537198592248, 378.5846835151792, 414.1859999117734, 487.37107735447967, 740.9266864066917, 106.91214555162985, 247.75193695267197, 527.7868694324548, 705.4273887226154, 177.79608329041127, 265.1564192033918, 320.9243714223231, 437.07390523781334, 514.1842455191222]","[452.5194287859199, 856.9749685197442, 1140.6735524471671, 1396.9302500842364, 1872.449620018363, 2399.2568000213205, 367.4437794689164, 2744.1894991478734, 431.6927030332476, 666.2717113835423, 1534.7239656271518, 1672.2251958923337, 2031.1677141249893, 3014.051698596358, 490.9419140815735, 999.4168813093812, 2211.6276779447194, 2900.0314531037448, 782.8991571945111, 1100.9308016848527, 1297.9717598080042, 1768.2835766547648, 2178.363307850647]",0.9907448024659153,0.9841674128179801,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.68090043546057, 205.63248374220225, 279.22234535524075, 334.1235629055901, 415.1494863491237, 556.9129966763178, 54.069723340580005, 662.4271462379845, 85.89723838257018, 155.45715664875377, 378.5564651629247, 414.15008708379514, 487.3429166181648, 740.8439499991094, 106.91957238673832, 247.736644335841, 527.6991646846127, 705.2723931308115, 177.8203809728741, 265.14145856756767, 320.9001494272212, 437.01145052553716, 514.0729360350049]","[452.4888134515755, 856.8754333518895, 1140.5359816902996, 1396.753070510754, 1872.2690351346166, 2399.0349299043537, 367.44958793208895, 2744.168003743923, 431.68712811030593, 666.2172780135803, 1534.6096256774274, 1672.1041163139791, 2031.0627990189494, 3013.887469393706, 490.92205647930496, 999.2883441370493, 2211.3457629119753, 2899.6280045757057, 782.8376862876922, 1100.789744287364, 1297.8005765253604, 1768.0740362268718, 2178.131212481761]",0.9907313155902598,0.9841495105179433,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.68294218710649, 205.6281735328414, 279.2144360069696, 334.1065385046689, 415.1172198969443, 556.8680103706685, 54.076033835392714, 662.3425012824658, 85.90698675751797, 155.45927431186314, 378.52858394494064, 414.11428370973675, 487.31400384438217, 740.7626117924789, 106.92742523940319, 247.72180742537287, 527.6123944286993, 705.1183043491017, 177.84530423961522, 265.12818723218084, 320.87825719384944, 436.9521462019614, 513.9661702562498]","[452.45693268040174, 856.7724792430523, 1140.3953579751371, 1396.574280105807, 1872.0925661346437, 2398.8195074799955, 367.45508589119464, 2744.0569208942593, 431.6825336586595, 666.1644008636534, 1534.4971896183251, 1671.984998506218, 2030.9586607777235, 3013.7282481026646, 490.9032206499241, 999.16171634202, 2211.0656372875214, 2899.226747109866, 782.7783693378819, 1100.6525603031396, 1297.634083146739, 1767.8704996729011, 2177.9065156307815]",0.9907179666971117,0.9841310261673271,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.68472526781058, 205.6230856818332, 279.20594966621803, 334.0890270673949, 415.0867589137413, 556.8252874754878, 54.08252192328375, 662.2947784663113, 85.91694746460045, 155.46157311689748, 378.5012580564262, 414.07888547945674, 487.28567980673085, 740.6839247694309, 106.93537831452208, 247.70674896602176, 527.5263358008006, 704.9652533156209, 177.87100333245718, 265.1165224089071, 320.8577908281658, 436.89371080173123, 513.8584750365577]","[452.422790193636, 856.6650483813297, 1140.250454100895, 1396.3927573393717, 1871.9149981285127, 2398.6054345618663, 367.4611186013684, 2744.059852367502, 431.6787969448068, 666.1127029428977, 1534.3864278962644, 1671.8671234659075, 2030.8556743414763, 3013.573256066382, 490.8847821893208, 999.0350843777612, 2210.787111164483, 2898.828366550052, 782.7258889928985, 1100.5260493745616, 1297.4794387796878, 1767.680683779046, 2177.696413785711]",0.9907044159899694,0.9841136345379807,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.68645968161293, 205.61899977121826, 279.1983491076196, 334.0721533010335, 415.05804620219556, 556.7838475550583, 54.088798901682864, 662.2072288909453, 85.92719228977869, 155.46444829421557, 378.4764186155654, 414.0466356195042, 487.25984717413564, 740.6123049433222, 106.94252476833094, 247.69118591430842, 527.4396289495812, 704.8122249832653, 177.89582068606154, 265.1039190881147, 320.83589646578594, 436.83351775381163, 513.7483374590493]","[452.3864131830807, 856.5560988861154, 1140.1040526500344, 1396.2108373374938, 1871.735734801957, 2398.3906950229707, 367.46652016755723, 2743.9262357029374, 431.675917644322, 666.0626228426777, 1534.2788094431878, 1671.7520478070203, 2030.7536493981775, 3013.420142143536, 490.86453561353534, 998.9070934766829, 2210.5087023794413, 2898.430185359776, 782.6727359611122, 1100.3989889704585, 1297.3245288638457, 1767.4899502692695, 2177.4848672044427]",0.9906907980138931,0.9840951995639805,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.68837567353485, 205.6165396202359, 279.1927110045, 334.05678394331835, 415.03130684236527, 556.7438962135682, 54.09532521112319, 662.1726934285607, 85.93741329607661, 155.4672215356656, 378.45220720641936, 414.01482066313224, 487.23494251214385, 740.5442958508254, 106.95008843953428, 247.67596603942465, 527.3541571656062, 704.6607689691422, 177.9195151586524, 265.08937868112577, 320.8118696414828, 436.7696004028352, 513.6336862499182]","[452.3477414551253, 856.4510217663722, 1139.9623082069606, 1396.0346999677881, 1871.561574739963, 2398.1823830775083, 367.47268095893116, 2743.957411043638, 431.6731932724953, 666.0124757313912, 1534.1714434090404, 1671.637321441913, 2030.65190966835, 3013.269759798598, 490.84536282290526, 998.781044081971, 2210.232438079494, 2898.0351922976374, 782.6173050759044, 1100.268409797737, 1297.1650560092776, 1767.292096590513, 2177.2639191164967]",0.9906771515587474,0.9840781698062062,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.69041751514067, 205.61353962569171, 279.1862290950636, 334.04029387431945, 415.00232634230537, 556.7010078044876, 54.101502418324394, 662.084167306071, 85.94757974654532, 155.46978733951408, 378.4276729785687, 413.9825040625127, 487.20962628286196, 740.4763397870195, 106.95835196882447, 247.6613869214737, 527.2695971002166, 704.5106784784264, 177.94353866767383, 265.07484440307496, 320.7873192863248, 436.7045022548756, 513.516736308732]","[452.30572526163184, 856.3459053760014, 1139.8209711939542, 1395.8590367311883, 1871.3885144032538, 2397.97601406886, 367.47768052551, 2743.8027661447286, 431.6702040478662, 665.9620731191462, 1534.0636862788679, 1671.5217781796455, 2030.5493906144263, 3013.1195771188145, 490.82900922899995, 998.6569571081415, 2209.958935533422, 2897.644785622716, 782.5630373362662, 1100.1386832337796, 1297.0067869181096, 1767.094981113538, 2177.0419969816985]",0.9906635436222839,0.9840599120905993,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.69296023958024, 205.61036484946246, 279.1790184459648, 334.02219999163395, 414.97077281554067, 556.6550246320352, 54.107958977574896, 662.0603888509468, 85.9577449007114, 155.4722906097745, 378.40257779944, 413.94966241880786, 487.1835754956606, 740.4082312832405, 106.96674778123976, 247.64677415642905, 527.1858015967829, 704.3613230082015, 177.9667122709661, 265.06134184170816, 320.7637731045604, 436.64069242323984, 513.4015565192194]","[452.25875267678566, 856.2395712553047, 1139.677715403089, 1395.6816601733415, 1871.2102682212112, 2397.765254792404, 367.48358040833773, 2743.8495889083747, 431.6672564941235, 665.9114075956434, 1533.955015214622, 1671.4054282301188, 2030.445732366711, 3012.969715251207, 490.8127333019615, 998.5333806127131, 2209.686236066699, 2897.2548747604374, 782.5100546426295, 1100.0126521980292, 1296.8524912831663, 1766.9036979705152, 2176.8279347702264]",0.990649451789068,0.9840433790481098,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.69640056006591, 205.60922741087538, 279.17395787057984, 334.0063616323652, 414.9428000598252, 556.6143000762061, 54.114194756749605, 661.9798698685906, 85.96788027200436, 155.47466595694465, 378.3769110787603, 413.9162026724827, 487.1572971514048, 740.3395501780249, 106.97427580399666, 247.63145307103525, 527.1013525292116, 704.2115105490304, 177.9885403380824, 265.0479603847968, 320.7404969823731, 436.57742354517956, 513.2870171394632]","[452.20526127801713, 856.1363191866732, 1139.5380928024977, 1395.508322441952, 1871.0326442196454, 2397.555394297344, 367.4887584808766, 2743.7020497767035, 431.6643806746826, 665.8608373928726, 1533.8466942611933, 1671.289747104657, 2030.343449348974, 3012.823855159521, 490.7941826835058, 998.407724256648, 2209.4129819596415, 2896.865565296084, 782.4572078443581, 1099.8883416581423, 1296.7005994707642, 1766.715524232018, 2176.6180646657285]",0.9906356711875623,0.984025653125013,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
"[70.70101142143699, 205.6089898462154, 279.17048216587585, 333.9930205442066, 414.9195004595267, 556.5782401548973, 54.12079173734389, 661.9473723925602, 85.97801027239392, 155.47693127946044, 378.35056938901556, 413.8820499999711, 487.1299871501509, 740.269330319609, 106.98248468140619, 247.61676496022298, 527.0183043221457, 704.0646758286267, 178.0097011016665, 265.03392466583597, 320.71660485653524, 436.5135630860438, 513.1719442458538]","[452.1426931020501, 856.0346334088684, 1139.4009986854167, 1395.339562639922, 1870.8625698114395, 2397.3546415045143, 367.4952511322171, 2743.713566687119, 431.66155753485117, 665.8100643765946, 1533.7371436175645, 1671.1725378030062, 2030.2401610425711, 3012.6766008238787, 490.77817651999663, 998.2844812061757, 2209.143614172029, 2896.4819420683857, 782.4030072452889, 1099.7626959994436, 1296.5470838739395, 1766.5255990334242, 2176.405545097649]",0.9906223461998708,0.984009562389306,"[16.031, 100.125, 142.172, 170.203, 226.266, 282.329, 30.047, 338.391, 44.063, 72.094, 184.219, 198.235, 240.282, 380.438, 58.078, 114.141, 254.297, 394.454, 86.11, 128.157, 156.188, 212.25, 268.313]"
